"","subjectid","education","exposure","time","score","year","raw_score"
"8577",43405,"University degree","Educ, family and work","pre",45,"2017",45
"8578",43405,"University degree","Educ, family and work","post",50,"2017",50
"8579",35635,"University degree","Work only","pre",22,"2017",22
"8580",35635,"University degree","Work only","post",46,"2017",46
"8581",1605,"Pre-tertiary qualification","Family and work","pre",11,"2017",11
"8582",1605,"Pre-tertiary qualification","Family and work","post",31,"2017",31
"8583",30087,"High school and below","Family and work","pre",32,"2017",32
"8584",30087,"High school and below","Family and work","post",44,"2017",44
"8585",15405,"University degree","Work only","pre",37,"2017",37
"8586",15405,"University degree","Work only","post",50,"2017",50
"8587",12977,"Pre-tertiary qualification","Family only","pre",17,"2017",17
"8588",12977,"Pre-tertiary qualification","Family only","post",44,"2017",44
"8589",48523,"High school and below","Family and work","pre",24,"2017",24
"8590",48523,"High school and below","Family and work","post",25,"2017",25
"8591",18935,"High school and below","Family only","pre",30,"2017",30
"8592",18935,"High school and below","Family only","post",36,"2017",36
"8593",18395,"Pre-tertiary qualification","Work only","pre",14,"2017",14
"8594",18395,"Pre-tertiary qualification","Work only","post",30,"2017",30
"8595",37366,"Pre-tertiary qualification","Educ, family and work","pre",35,"2017",35
"8596",37366,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"8597",36114,"University degree","Educ and work","pre",37,"2017",37
"8598",36114,"University degree","Educ and work","post",42,"2017",42
"8599",40185,"University degree","Family only","pre",27,"2017",27
"8600",40185,"University degree","Family only","post",32,"2017",32
"8601",38936,"Pre-tertiary qualification","Educ and work","pre",10,"2017",10
"8602",38936,"Pre-tertiary qualification","Educ and work","post",37,"2017",37
"8603",11435,"Pre-tertiary qualification","Family and work","pre",41,"2017",41
"8604",11435,"Pre-tertiary qualification","Family and work","post",48,"2017",48
"8605",20363,"University degree","Educ, family and work","pre",36,"2017",36
"8606",20363,"University degree","Educ, family and work","post",46,"2017",46
"8607",3923,"Pre-tertiary qualification","No exposure","pre",23,"2017",23
"8608",3923,"Pre-tertiary qualification","No exposure","post",44,"2017",44
"8609",10187,"Pre-tertiary qualification","Educ, family and work","pre",32,"2017",32
"8610",10187,"Pre-tertiary qualification","Educ, family and work","post",49,"2017",49
"8611",24516,"University degree","Family only","pre",22,"2017",22
"8612",24516,"University degree","Family only","post",43,"2017",43
"8613",13294,"Honours & postgraduate","Family and work","pre",31,"2017",31
"8614",13294,"Honours & postgraduate","Family and work","post",44,"2017",44
"8615",29264,"Honours & postgraduate","Family and work","pre",18,"2017",18
"8616",29264,"Honours & postgraduate","Family and work","post",44,"2017",44
"8617",36816,"University degree","Educ and work","pre",40,"2017",40
"8618",36816,"University degree","Educ and work","post",46,"2017",46
"8619",13315,"Honours & postgraduate","Family only","pre",35,"2017",35
"8620",13315,"Honours & postgraduate","Family only","post",46,"2017",46
"8621",24576,"University degree","Family only","pre",40,"2017",40
"8622",24576,"University degree","Family only","post",48,"2017",48
"8623",26896,"Pre-tertiary qualification","Educ and work","pre",20,"2017",20
"8624",26896,"Pre-tertiary qualification","Educ and work","post",38,"2017",38
"8625",745,"Honours & postgraduate","Family and work","pre",44,"2017",44
"8626",745,"Honours & postgraduate","Family and work","post",46,"2017",46
"8627",18585,"Pre-tertiary qualification","Family only","pre",26,"2017",26
"8628",18585,"Pre-tertiary qualification","Family only","post",42,"2017",42
"8629",23493,"University degree","Educ, family and work","pre",48,"2017",48
"8630",23493,"University degree","Educ, family and work","post",49,"2017",49
"8631",39446,"Pre-tertiary qualification","Educ, family and work","pre",36,"2017",36
"8632",39446,"Pre-tertiary qualification","Educ, family and work","post",37,"2017",37
"8633",13746,"Honours & postgraduate","Educ, family and work","pre",36,"2017",36
"8634",13746,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"8635",16795,"University degree","Educ and family","pre",35,"2017",35
"8636",16795,"University degree","Educ and family","post",48,"2017",48
"8637",15034,"Honours & postgraduate","Educ, family and work","pre",39,"2017",39
"8638",15034,"Honours & postgraduate","Educ, family and work","post",39,"2017",39
"8639",19464,"University degree","Family only","pre",14,"2017",14
"8640",19464,"University degree","Family only","post",38,"2017",38
"8641",25417,"High school and below","Family only","pre",16,"2017",16
"8642",25417,"High school and below","Family only","post",47,"2017",47
"8643",47776,"Pre-tertiary qualification","Family and work","pre",33,"2017",33
"8644",47776,"Pre-tertiary qualification","Family and work","post",46,"2017",46
"8645",4504,"University degree","Family only","pre",30,"2017",30
"8646",4504,"University degree","Family only","post",46,"2017",46
"8647",24977,"University degree","Family and work","pre",46,"2017",46
"8648",24977,"University degree","Family and work","post",46,"2017",46
"8649",29456,"Honours & postgraduate","Family only","pre",23,"2017",23
"8650",29456,"Honours & postgraduate","Family only","post",41,"2017",41
"8651",41415,"University degree","Family and work","pre",29,"2017",29
"8652",41415,"University degree","Family and work","post",39,"2017",39
"8653",24225,"Honours & postgraduate","Educ, family and work","pre",40,"2017",40
"8654",24225,"Honours & postgraduate","Educ, family and work","post",46,"2017",46
"8655",26244,"Honours & postgraduate","No exposure","pre",24,"2017",24
"8656",26244,"Honours & postgraduate","No exposure","post",45,"2017",45
"8657",33825,"Pre-tertiary qualification","Educ, family and work","pre",43,"2017",43
"8658",33825,"Pre-tertiary qualification","Educ, family and work","post",44,"2017",44
"8659",22053,"Pre-tertiary qualification","Family and work","pre",40,"2017",40
"8660",22053,"Pre-tertiary qualification","Family and work","post",42,"2017",42
"8661",33024,"Pre-tertiary qualification","Educ, family and work","pre",29,"2017",29
"8662",33024,"Pre-tertiary qualification","Educ, family and work","post",40,"2017",40
"8663",11346,"Honours & postgraduate","Family only","pre",21,"2017",21
"8664",11346,"Honours & postgraduate","Family only","post",48,"2017",48
"8665",22844,"University degree","Family and work","pre",32,"2017",32
"8666",22844,"University degree","Family and work","post",46,"2017",46
"8667",42915,"Pre-tertiary qualification","Family only","pre",23,"2017",23
"8668",42915,"Pre-tertiary qualification","Family only","post",37,"2017",37
"8669",8145,"University degree","Educ, family and work","pre",38,"2017",38
"8670",8145,"University degree","Educ, family and work","post",46,"2017",46
"8671",25025,"Honours & postgraduate","Family and work","pre",40,"2017",40
"8672",25025,"Honours & postgraduate","Family and work","post",40,"2017",40
"8673",45146,"Pre-tertiary qualification","Educ and work","pre",41,"2017",41
"8674",45146,"Pre-tertiary qualification","Educ and work","post",41,"2017",41
"8675",42865,"University degree","Educ, family and work","pre",42,"2017",42
"8676",42865,"University degree","Educ, family and work","post",50,"2017",50
"8677",23965,"Honours & postgraduate","Family only","pre",42,"2017",42
"8678",23965,"Honours & postgraduate","Family only","post",44,"2017",44
"8679",42256,"University degree","No exposure","pre",9,"2017",9
"8680",42256,"University degree","No exposure","post",45,"2017",45
"8681",32296,"Honours & postgraduate","Family and work","pre",44,"2017",44
"8682",32296,"Honours & postgraduate","Family and work","post",46,"2017",46
"8683",40015,"High school and below","Family and work","pre",25,"2017",25
"8684",40015,"High school and below","Family and work","post",42,"2017",42
"8685",27554,"University degree","Educ, family and work","pre",12,"2017",12
"8686",27554,"University degree","Educ, family and work","post",48,"2017",48
"8687",1014,"Honours & postgraduate","Educ, family and work","pre",44,"2017",44
"8688",1014,"Honours & postgraduate","Educ, family and work","post",49,"2017",49
"8689",13055,"Pre-tertiary qualification","Family only","pre",25,"2017",25
"8690",13055,"Pre-tertiary qualification","Family only","post",47,"2017",47
"8691",9095,"Pre-tertiary qualification","Educ, family and work","pre",26,"2017",26
"8692",9095,"Pre-tertiary qualification","Educ, family and work","post",50,"2017",50
"8693",31875,"Honours & postgraduate","Educ, family and work","pre",38,"2017",38
"8694",31875,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"8695",46435,"Pre-tertiary qualification","Educ and work","pre",34,"2017",34
"8696",46435,"Pre-tertiary qualification","Educ and work","post",46,"2017",46
"8697",18575,"University degree","Family and work","pre",39,"2017",39
"8698",18575,"University degree","Family and work","post",47,"2017",47
"8699",34113,"Pre-tertiary qualification","Work only","pre",21,"2017",21
"8700",34113,"Pre-tertiary qualification","Work only","post",31,"2017",31
"8701",7885,"High school and below","Family and work","pre",28,"2017",28
"8702",7885,"High school and below","Family and work","post",42,"2017",42
"8703",7335,"University degree","Work only","pre",32,"2017",32
"8704",7335,"University degree","Work only","post",33,"2017",33
"8705",27174,"Honours & postgraduate","Work only","pre",45,"2017",45
"8706",27174,"Honours & postgraduate","Work only","post",46,"2017",46
"8707",31446,"Honours & postgraduate","Educ, family and work","pre",40,"2017",40
"8708",31446,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"8709",29835,"Pre-tertiary qualification","Family and work","pre",33,"2017",33
"8710",29835,"Pre-tertiary qualification","Family and work","post",38,"2017",38
"8711",42995,"University degree","Family only","pre",27,"2017",27
"8712",42995,"University degree","Family only","post",48,"2017",48
"8713",4495,"University degree","No exposure","pre",32,"2017",32
"8714",4495,"University degree","No exposure","post",43,"2017",43
"8715",264,"University degree","Educ and work","pre",35,"2017",35
"8716",264,"University degree","Educ and work","post",50,"2017",50
"8717",10064,"Pre-tertiary qualification","Educ, family and work","pre",28,"2017",28
"8718",10064,"Pre-tertiary qualification","Educ, family and work","post",48,"2017",48
"8719",5466,"University degree","Family and work","pre",39,"2017",39
"8720",5466,"University degree","Family and work","post",48,"2017",48
"8721",5026,"High school and below","Family only","pre",18,"2017",18
"8722",5026,"High school and below","Family only","post",48,"2017",48
"8723",35445,"Pre-tertiary qualification","Family and work","pre",32,"2017",32
"8724",35445,"Pre-tertiary qualification","Family and work","post",42,"2017",42
"8725",5446,"Pre-tertiary qualification","Educ and work","pre",46,"2017",46
"8726",5446,"Pre-tertiary qualification","Educ and work","post",43,"2017",43
"8727",15676,"Honours & postgraduate","Educ and family","pre",38,"2017",38
"8728",15676,"Honours & postgraduate","Educ and family","post",47,"2017",47
"8729",12154,"University degree","Educ, family and work","pre",41,"2017",41
"8730",12154,"University degree","Educ, family and work","post",47,"2017",47
"8731",31384,"Pre-tertiary qualification","Family and work","pre",32,"2017",32
"8732",31384,"Pre-tertiary qualification","Family and work","post",47,"2017",47
"8733",11424,"Pre-tertiary qualification","Educ, family and work","pre",47,"2017",47
"8734",11424,"Pre-tertiary qualification","Educ, family and work","post",50,"2017",50
"8735",43105,"University degree","Educ, family and work","pre",40,"2017",40
"8736",43105,"University degree","Educ, family and work","post",50,"2017",50
"8737",39465,"Pre-tertiary qualification","No exposure","pre",16,"2017",16
"8738",39465,"Pre-tertiary qualification","No exposure","post",37,"2017",37
"8739",28815,"Pre-tertiary qualification","Educ, family and work","pre",45,"2017",45
"8740",28815,"Pre-tertiary qualification","Educ, family and work","post",47,"2017",47
"8741",4216,"University degree","Educ, family and work","pre",32,"2017",32
"8742",4216,"University degree","Educ, family and work","post",36,"2017",36
"8743",30694,"Pre-tertiary qualification","Educ and work","pre",43,"2017",43
"8744",30694,"Pre-tertiary qualification","Educ and work","post",48,"2017",48
"8745",13565,"University degree","Educ, family and work","pre",42,"2017",42
"8746",13565,"University degree","Educ, family and work","post",50,"2017",50
"8747",11385,"University degree","No exposure","pre",41,"2017",41
"8748",11385,"University degree","No exposure","post",44,"2017",44
"8749",32304,"University degree","Educ and work","pre",43,"2017",43
"8750",32304,"University degree","Educ and work","post",48,"2017",48
"8751",45985,"Pre-tertiary qualification","Family only","pre",29,"2017",29
"8752",45985,"Pre-tertiary qualification","Family only","post",30,"2017",30
"8753",29986,"Pre-tertiary qualification","Family only","pre",30,"2017",30
"8754",29986,"Pre-tertiary qualification","Family only","post",43,"2017",43
"8755",24095,"Pre-tertiary qualification","Family only","pre",15,"2017",15
"8756",24095,"Pre-tertiary qualification","Family only","post",47,"2017",47
"8757",46014,"University degree","Educ only","pre",48,"2017",48
"8758",46014,"University degree","Educ only","post",50,"2017",50
"8759",33795,"Pre-tertiary qualification","Educ, family and work","pre",27,"2017",27
"8760",33795,"Pre-tertiary qualification","Educ, family and work","post",40,"2017",40
"8761",33946,"Pre-tertiary qualification","Family only","pre",34,"2017",34
"8762",33946,"Pre-tertiary qualification","Family only","post",48,"2017",48
"8763",11146,"University degree","Educ, family and work","pre",30,"2017",30
"8764",11146,"University degree","Educ, family and work","post",44,"2017",44
"8765",21756,"University degree","Educ, family and work","pre",35,"2017",35
"8766",21756,"University degree","Educ, family and work","post",42,"2017",42
"8767",13975,"Pre-tertiary qualification","Educ, family and work","pre",40,"2017",40
"8768",13975,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"8769",27324,"University degree","Family only","pre",26,"2017",26
"8770",27324,"University degree","Family only","post",48,"2017",48
"8771",33654,"University degree","Family and work","pre",16,"2017",16
"8772",33654,"University degree","Family and work","post",40,"2017",40
"8773",24074,"University degree","Family and work","pre",19,"2017",19
"8774",24074,"University degree","Family and work","post",46,"2017",46
"8775",5994,"University degree","Family and work","pre",31,"2017",31
"8776",5994,"University degree","Family and work","post",46,"2017",46
"8777",14715,"University degree","Family only","pre",26,"2017",26
"8778",14715,"University degree","Family only","post",43,"2017",43
"8779",30195,"High school and below","Educ, family and work","pre",24,"2017",24
"8780",30195,"High school and below","Educ, family and work","post",30,"2017",30
"8781",38315,"Pre-tertiary qualification","Educ, family and work","pre",31,"2017",31
"8782",38315,"Pre-tertiary qualification","Educ, family and work","post",37,"2017",37
"8783",46455,"Pre-tertiary qualification","Educ, family and work","pre",26,"2017",26
"8784",46455,"Pre-tertiary qualification","Educ, family and work","post",41,"2017",41
"8785",7075,"University degree","Educ, family and work","pre",31,"2017",31
"8786",7075,"University degree","Educ, family and work","post",44,"2017",44
"8787",16615,"University degree","Family and work","pre",36,"2017",36
"8788",16615,"University degree","Family and work","post",41,"2017",41
"8789",8758,"Honours & postgraduate","Educ, family and work","pre",44,"2017",44
"8790",8758,"Honours & postgraduate","Educ, family and work","post",49,"2017",49
"8791",14966,"University degree","Family and work","pre",40,"2017",40
"8792",14966,"University degree","Family and work","post",50,"2017",50
"8793",43165,"Pre-tertiary qualification","Educ, family and work","pre",39,"2017",39
"8794",43165,"Pre-tertiary qualification","Educ, family and work","post",42,"2017",42
"8795",42456,"Pre-tertiary qualification","Educ and family","pre",33,"2017",33
"8796",42456,"Pre-tertiary qualification","Educ and family","post",47,"2017",47
"8797",34213,"University degree","Educ and work","pre",41,"2017",41
"8798",34213,"University degree","Educ and work","post",48,"2017",48
"8799",5487,"University degree","Family only","pre",19,"2017",19
"8800",5487,"University degree","Family only","post",47,"2017",47
"8801",43824,"Pre-tertiary qualification","Family and work","pre",21,"2017",21
"8802",43824,"Pre-tertiary qualification","Family and work","post",48,"2017",48
"8803",5725,"Pre-tertiary qualification","Family only","pre",35,"2017",35
"8804",5725,"Pre-tertiary qualification","Family only","post",49,"2017",49
"8805",19166,"University degree","Educ, family and work","pre",44,"2017",44
"8806",19166,"University degree","Educ, family and work","post",46,"2017",46
"8807",37526,"Pre-tertiary qualification","Family and work","pre",22,"2017",22
"8808",37526,"Pre-tertiary qualification","Family and work","post",29,"2017",29
"8809",5586,"Honours & postgraduate","Educ and work","pre",48,"2017",48
"8810",5586,"Honours & postgraduate","Educ and work","post",46,"2017",46
"8811",13275,"Pre-tertiary qualification","Educ, family and work","pre",37,"2017",37
"8812",13275,"Pre-tertiary qualification","Educ, family and work","post",45,"2017",45
"8813",38024,"Pre-tertiary qualification","Educ and work","pre",42,"2017",42
"8814",38024,"Pre-tertiary qualification","Educ and work","post",42,"2017",42
"8815",1005,"University degree","Family and work","pre",33,"2017",33
"8816",1005,"University degree","Family and work","post",46,"2017",46
"8817",10304,"Honours & postgraduate","Educ, family and work","pre",28,"2017",28
"8818",10304,"Honours & postgraduate","Educ, family and work","post",50,"2017",50
"8819",27905,"University degree","Educ, family and work","pre",19,"2017",19
"8820",27905,"University degree","Educ, family and work","post",48,"2017",48
"8821",39736,"Pre-tertiary qualification","Educ, family and work","pre",46,"2017",46
"8822",39736,"Pre-tertiary qualification","Educ, family and work","post",48,"2017",48
"8823",10905,"University degree","Family and work","pre",28,"2017",28
"8824",10905,"University degree","Family and work","post",47,"2017",47
"8825",415,"University degree","Work only","pre",25,"2017",25
"8826",415,"University degree","Work only","post",42,"2017",42
"8827",27345,"University degree","Educ, family and work","pre",38,"2017",38
"8828",27345,"University degree","Educ, family and work","post",47,"2017",47
"8829",34946,"Pre-tertiary qualification","Educ and work","pre",16,"2017",16
"8830",34946,"Pre-tertiary qualification","Educ and work","post",38,"2017",38
"8831",27354,"Honours & postgraduate","Family and work","pre",22,"2017",22
"8832",27354,"Honours & postgraduate","Family and work","post",26,"2017",26
"8833",9445,"Pre-tertiary qualification","Family only","pre",30,"2017",30
"8834",9445,"Pre-tertiary qualification","Family only","post",50,"2017",50
"8835",33065,"University degree","Educ, family and work","pre",38,"2017",38
"8836",33065,"University degree","Educ, family and work","post",48,"2017",48
"8837",32754,"High school and below","Family only","pre",29,"2017",29
"8838",32754,"High school and below","Family only","post",38,"2017",38
"8839",31804,"University degree","Educ, family and work","pre",36,"2017",36
"8840",31804,"University degree","Educ, family and work","post",50,"2017",50
"8841",18385,"Pre-tertiary qualification","Work only","pre",8,"2017",8
"8842",18385,"Pre-tertiary qualification","Work only","post",34,"2017",34
"8843",48854,"High school and below","Family and work","pre",27,"2017",27
"8844",48854,"High school and below","Family and work","post",31,"2017",31
"8845",12845,"University degree","Educ, family and work","pre",34,"2017",34
"8846",12845,"University degree","Educ, family and work","post",46,"2017",46
"8847",6965,"Honours & postgraduate","Educ and work","pre",23,"2017",23
"8848",6965,"Honours & postgraduate","Educ and work","post",48,"2017",48
"8849",32313,"Pre-tertiary qualification","Educ, family and work","pre",29,"2017",29
"8850",32313,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"8851",25934,"Honours & postgraduate","Family only","pre",30,"2017",30
"8852",25934,"Honours & postgraduate","Family only","post",47,"2017",47
"8853",5405,"Pre-tertiary qualification","Educ and work","pre",42,"2017",42
"8854",5405,"Pre-tertiary qualification","Educ and work","post",49,"2017",49
"8855",24894,"Pre-tertiary qualification","Educ, family and work","pre",29,"2017",29
"8856",24894,"Pre-tertiary qualification","Educ, family and work","post",50,"2017",50
"8857",48175,"Pre-tertiary qualification","Family only","pre",19,"2017",19
"8858",48175,"Pre-tertiary qualification","Family only","post",39,"2017",39
"8859",9345,"University degree","Educ, family and work","pre",25,"2017",25
"8860",9345,"University degree","Educ, family and work","post",45,"2017",45
"8861",42856,"Pre-tertiary qualification","Family only","pre",18,"2017",18
"8862",42856,"Pre-tertiary qualification","Family only","post",47,"2017",47
"8863",5227,"Honours & postgraduate","Work only","pre",48,"2017",48
"8864",5227,"Honours & postgraduate","Work only","post",44,"2017",44
"8865",665,"Honours & postgraduate","Family only","pre",29,"2017",29
"8866",665,"Honours & postgraduate","Family only","post",48,"2017",48
"8867",42785,"Pre-tertiary qualification","Work only","pre",31,"2017",31
"8868",42785,"Pre-tertiary qualification","Work only","post",36,"2017",36
"8869",40855,"University degree","No exposure","pre",26,"2017",26
"8870",40855,"University degree","No exposure","post",19,"2017",19
"8871",20793,"University degree","Educ and work","pre",34,"2017",34
"8872",20793,"University degree","Educ and work","post",46,"2017",46
"8873",18964,"Honours & postgraduate","Educ, family and work","pre",24,"2017",24
"8874",18964,"Honours & postgraduate","Educ, family and work","post",41,"2017",41
"8875",293,"High school and below","Family and work","pre",23,"2017",23
"8876",293,"High school and below","Family and work","post",46,"2017",46
"8877",29226,"University degree","Family only","pre",21,"2017",21
"8878",29226,"University degree","Family only","post",50,"2017",50
"8879",2694,"Pre-tertiary qualification","Educ and work","pre",38,"2017",38
"8880",2694,"Pre-tertiary qualification","Educ and work","post",48,"2017",48
"8881",29734,"University degree","Educ, family and work","pre",46,"2017",46
"8882",29734,"University degree","Educ, family and work","post",46,"2017",46
"8883",28375,"Honours & postgraduate","Educ and work","pre",30,"2017",30
"8884",28375,"Honours & postgraduate","Educ and work","post",44,"2017",44
"8885",12655,"Pre-tertiary qualification","Family only","pre",24,"2017",24
"8886",12655,"Pre-tertiary qualification","Family only","post",39,"2017",39
"8887",12254,"University degree","Educ and work","pre",41,"2017",41
"8888",12254,"University degree","Educ and work","post",44,"2017",44
"8889",26195,"Honours & postgraduate","Family and work","pre",36,"2017",36
"8890",26195,"Honours & postgraduate","Family and work","post",32,"2017",32
"8891",25897,"Pre-tertiary qualification","Educ, family and work","pre",40,"2017",40
"8892",25897,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"8893",12475,"Pre-tertiary qualification","Family and work","pre",42,"2017",42
"8894",12475,"Pre-tertiary qualification","Family and work","post",48,"2017",48
"8895",42225,"Pre-tertiary qualification","No exposure","pre",25,"2017",25
"8896",42225,"Pre-tertiary qualification","No exposure","post",48,"2017",48
"8897",24554,"Pre-tertiary qualification","Educ, family and work","pre",23,"2017",23
"8898",24554,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"8899",32665,"Honours & postgraduate","Work only","pre",36,"2017",36
"8900",32665,"Honours & postgraduate","Work only","post",46,"2017",46
"8901",29996,"High school and below","Family and work","pre",39,"2017",39
"8902",29996,"High school and below","Family and work","post",43,"2017",43
"8903",40065,"University degree","Educ and family","pre",24,"2017",24
"8904",40065,"University degree","Educ and family","post",48,"2017",48
"8905",16995,"University degree","Family only","pre",23,"2017",23
"8906",16995,"University degree","Family only","post",50,"2017",50
"8907",37836,"Honours & postgraduate","Work only","pre",29,"2017",29
"8908",37836,"Honours & postgraduate","Work only","post",45,"2017",45
"8909",13585,"High school and below","Family and work","pre",26,"2017",26
"8910",13585,"High school and below","Family and work","post",44,"2017",44
"8911",28514,"University degree","Educ and family","pre",34,"2017",34
"8912",28514,"University degree","Educ and family","post",44,"2017",44
"8913",29594,"Honours & postgraduate","No exposure","pre",20,"2017",20
"8914",29594,"Honours & postgraduate","No exposure","post",48,"2017",48
"8915",9604,"Pre-tertiary qualification","Educ, family and work","pre",26,"2017",26
"8916",9604,"Pre-tertiary qualification","Educ, family and work","post",43,"2017",43
"8917",31696,"Pre-tertiary qualification","Educ, family and work","pre",42,"2017",42
"8918",31696,"Pre-tertiary qualification","Educ, family and work","post",50,"2017",50
"8919",30455,"Pre-tertiary qualification","Educ, family and work","pre",38,"2017",38
"8920",30455,"Pre-tertiary qualification","Educ, family and work","post",46,"2017",46
"8921",14885,"Pre-tertiary qualification","Work only","pre",40,"2017",40
"8922",14885,"Pre-tertiary qualification","Work only","post",32,"2017",32
"8923",34886,"Pre-tertiary qualification","Family only","pre",25,"2017",25
"8924",34886,"Pre-tertiary qualification","Family only","post",39,"2017",39
"8925",37316,"Honours & postgraduate","Work only","pre",23,"2017",23
"8926",37316,"Honours & postgraduate","Work only","post",46,"2017",46
"8927",23776,"Honours & postgraduate","Work only","pre",19,"2017",19
"8928",23776,"Honours & postgraduate","Work only","post",12,"2017",12
"8929",39775,"Pre-tertiary qualification","Educ, family and work","pre",33,"2017",33
"8930",39775,"Pre-tertiary qualification","Educ, family and work","post",42,"2017",42
"8931",28265,"University degree","No exposure","pre",37,"2017",37
"8932",28265,"University degree","No exposure","post",38,"2017",38
"8933",16764,"Honours & postgraduate","Family only","pre",23,"2017",23
"8934",16764,"Honours & postgraduate","Family only","post",46,"2017",46
"8935",25126,"Pre-tertiary qualification","Educ and work","pre",48,"2017",48
"8936",25126,"Pre-tertiary qualification","Educ and work","post",48,"2017",48
"8937",8495,"Pre-tertiary qualification","Family and work","pre",27,"2017",27
"8938",8495,"Pre-tertiary qualification","Family and work","post",48,"2017",48
"8939",41545,"Honours & postgraduate","Educ, family and work","pre",34,"2017",34
"8940",41545,"Honours & postgraduate","Educ, family and work","post",46,"2017",46
"8941",21435,"High school and below","Family and work","pre",28,"2017",28
"8942",21435,"High school and below","Family and work","post",41,"2017",41
"8943",27784,"Pre-tertiary qualification","Family only","pre",22,"2017",22
"8944",27784,"Pre-tertiary qualification","Family only","post",42,"2017",42
"8945",39004,"University degree","No exposure","pre",38,"2017",38
"8946",39004,"University degree","No exposure","post",36,"2017",36
"8947",48866,"High school and below","Work only","pre",31,"2017",31
"8948",48866,"High school and below","Work only","post",42,"2017",42
"8949",32574,"Pre-tertiary qualification","Educ, family and work","pre",29,"2017",29
"8950",32574,"Pre-tertiary qualification","Educ, family and work","post",44,"2017",44
"8951",33775,"Pre-tertiary qualification","Family and work","pre",40,"2017",40
"8952",33775,"Pre-tertiary qualification","Family and work","post",47,"2017",47
"8953",33986,"University degree","Educ and work","pre",37,"2017",37
"8954",33986,"University degree","Educ and work","post",50,"2017",50
"8955",41287,"Honours & postgraduate","Educ and work","pre",11,"2017",11
"8956",41287,"Honours & postgraduate","Educ and work","post",46,"2017",46
"8957",22864,"University degree","Educ, family and work","pre",38,"2017",38
"8958",22864,"University degree","Educ, family and work","post",43,"2017",43
"8959",18678,"Pre-tertiary qualification","Family only","pre",22,"2017",22
"8960",18678,"Pre-tertiary qualification","Family only","post",39,"2017",39
"8961",6043,"Pre-tertiary qualification","Family only","pre",41,"2017",41
"8962",6043,"Pre-tertiary qualification","Family only","post",45,"2017",45
"8963",12914,"Honours & postgraduate","Work only","pre",46,"2017",46
"8964",12914,"Honours & postgraduate","Work only","post",36,"2017",36
"8965",3154,"Pre-tertiary qualification","Educ, family and work","pre",32,"2017",32
"8966",3154,"Pre-tertiary qualification","Educ, family and work","post",41,"2017",41
"8967",86,"Pre-tertiary qualification","Work only","pre",42,"2017",42
"8968",86,"Pre-tertiary qualification","Work only","post",40,"2017",40
"8969",39456,"University degree","Educ, family and work","pre",30,"2017",30
"8970",39456,"University degree","Educ, family and work","post",44,"2017",44
"8971",31015,"High school and below","Family only","pre",26,"2017",26
"8972",31015,"High school and below","Family only","post",42,"2017",42
"8973",47167,"University degree","Educ and work","pre",25,"2017",25
"8974",47167,"University degree","Educ and work","post",44,"2017",44
"8975",4286,"Honours & postgraduate","Family only","pre",16,"2017",16
"8976",4286,"Honours & postgraduate","Family only","post",41,"2017",41
"8977",6986,"Honours & postgraduate","Family and work","pre",26,"2017",26
"8978",6986,"Honours & postgraduate","Family and work","post",42,"2017",42
"8979",24664,"Pre-tertiary qualification","Family and work","pre",28,"2017",28
"8980",24664,"Pre-tertiary qualification","Family and work","post",36,"2017",36
"8981",15116,"Honours & postgraduate","Family and work","pre",24,"2017",24
"8982",15116,"Honours & postgraduate","Family and work","post",33,"2017",33
"8983",40825,"Pre-tertiary qualification","Educ and family","pre",31,"2017",31
"8984",40825,"Pre-tertiary qualification","Educ and family","post",36,"2017",36
"8985",16506,"Honours & postgraduate","Family only","pre",40,"2017",40
"8986",16506,"Honours & postgraduate","Family only","post",46,"2017",46
"8987",6215,"High school and below","Family and work","pre",21,"2017",21
"8988",6215,"High school and below","Family and work","post",44,"2017",44
"8989",26454,"University degree","Family and work","pre",39,"2017",39
"8990",26454,"University degree","Family and work","post",46,"2017",46
"8991",2752,"Pre-tertiary qualification","Educ and family","pre",34,"2017",34
"8992",2752,"Pre-tertiary qualification","Educ and family","post",46,"2017",46
"8993",22926,"University degree","Educ, family and work","pre",26,"2017",26
"8994",22926,"University degree","Educ, family and work","post",45,"2017",45
"8995",42896,"University degree","Educ, family and work","pre",40,"2017",40
"8996",42896,"University degree","Educ, family and work","post",48,"2017",48
"8997",13344,"Pre-tertiary qualification","Educ and work","pre",43,"2017",43
"8998",13344,"Pre-tertiary qualification","Educ and work","post",50,"2017",50
"8999",36463,"High school and below","Educ, family and work","pre",34,"2017",34
"9000",36463,"High school and below","Educ, family and work","post",46,"2017",46
"9001",14744,"Pre-tertiary qualification","Family only","pre",16,"2017",16
"9002",14744,"Pre-tertiary qualification","Family only","post",47,"2017",47
"9003",2486,"University degree","Work only","pre",35,"2017",35
"9004",2486,"University degree","Work only","post",50,"2017",50
"9005",37672,"Pre-tertiary qualification","No exposure","pre",39,"2017",39
